Word,Count
findFirstMetadata,3
\etc.,\,3
FreeImage_GetTagCount,3
TrueType-specific,3
amplitude,3
Povalahev,3
\FIT_BITMAP,\,3
`stream',3
image_type,3
longjmp/setjmp,3
identifies,3
associate,3
lightens,3
searched,3
expose,3
getPalette,3
Lev,3
@FT_Activate_Size,3
MAX_GLYPHS;,3
\file,3
FT_Outline_Funcs,3
FreeImage_UnlockPage,3
TextureManager&,3
great,3
FreeImage_GetPixelColor,3
FUNCTIONS,3
Seek,3
Manager,3
\correct,\,3
aiGetErrorString(),3
modelling,3
\load,\,3
FreeImage_InsertPage,3
fragment,3
dst;,3
scanlines,3
mappings,3
(de)compression,3
in-memory,3
dumps,3
Translate,3
Debugging,3
Gzip-compressed,3
follows.<br>,3
VBO,3
\Materials,\,3
@FT_FACE_FLAG_TRICKY,3
\descender,\,3
ZLIB,3
\"\FreeImage;Library;Images;Compression"\);\,3
\TIFF,\,3
1.0),3
lazily,3
\(R,G,\,3
Compression,3
crucial,3
(#AI_CONFIG_XXX),3
\pointers,\,3
glutGet,3
isModified,3
FT_List,3
advanced,3
Threshold,3
funny,3
task,3
entities,3
'modified'.<br>,3
functionality,3
128,3
Uncomment,3
FreeImage_ConvertTo4Bits,3
Depending,3
_longjmp/_setjmp,3
examine,3
(ft_create_default_module_classes),3
Invert,3
adjustBrightness,3
};,3
bg,3
FreeImage_GetBits,3
\FreeImage_SaveMultiBitmapToHandle,\,3
&parameter;,3
severe,3
Perform,3
\runtime,\,3
subset,3
loads,3
keyword,3
triangulated,3
Zero,3
composition,3
`new_names[N]',3
\trak,\,3
\stem,\,3
knows,3
gathered,3
aiScene.h,3
\North,\,3
CURRENTLY,3
cleared),3
ptrdiff_t,3
FT_UInt32,3
(int,3
0.25f,3
f),3
Properties,3
FreeImage_ConvertTo16Bits565,3
End,3
1/(,3
\edges,\,3
\bug,\,3
Float),3
appBkColor,3
IL_NO_TIF,3
\instance,\,3
DIB),3
expands,3
generation,3
Ethiopic,3
glm::normalize(,3
<mmagallo[]debian,3
FT_Incremental_Interface,3
\matrix,\,3
trafo,3
\0x0000000000000000,\,3
@FT_Reference_Face,3
gzwrite,3
Stays,3
pFormatId,3
mWidth,3
<wingdi.h>,3
minimize,3
FreeImage_ConvertTo8Bits(src);,3
Everything,3
Layer,3
(unique,3
names.),3
clone,3
FT_ERR_PREFIX,3
monotonically,3
unmodified,3
@FT_Property_Set,3
Bzip2-compressed,3
FreeImage_SetOutputMessage,3
patch,3
#aiProcess_PretransformVertices,3
\JPEG,\,3
Segments,3
brighter,3
`tag',3
`ftconfig.h',3
FREE_IMAGE_DITHER,3
FreeImage_SetTagCount,3
getImageType,3
FT_Outline,3
Specifying,3
possession,3
strm->adler,3
FT_Vector_Transform,3
Whether,3
\context,\,3
(f,3
moves,3
\elements,\,3
yet),3
stroker's,3
substitution,3
@FT_Get_Char_Index,3
FreeImage_GetBPP,3
caret,3
GNU,3
Syllables,3
FreeImage_GetDotsPerMeterX,3
\float),\,3
Inverts,3
FreeImage_CloseMultiBitmap,3
tend,3
CF_DIB,3
A;,3
Appends,3
\GetRedMask,\,3
`fcinit.c',3
calculated,3
Relational,3
FreeImage_ConvertToRGBAF,3
\normalized,\,3
\strm,\,3
\FreeImage_AdjustContrast,\,3
Yi,3
combinations,3
768,3
2011-04-26,3
create_new,3
bits),3
open_args.flags,3
adjustGamma,3
`max_free',3
\succesful,\,3
cases:,3
measured,3
handle.<br>,3
dl1->setShadowPosition(,3
`CF2_Hint',3
\FreeImage_GetChannel,\,3
\GSUB,\,3
FT_RENDER_MODE_LIGHT,3
FreeImage_ConvertToRGBA16,3
ordering),3
\opbd,\,3
dib.<br>,3
open_args.pathname,3
Atten,3
touched,3
OEM,3
Marcelo,3
saved),3
footprint,3
\3,\,3
descriptions,3
trick,3
freeglut_callbacks.c,3
beyond,3
(x),3
assuming,3
Typographic,3
\NSWEUD,\,3
(HWND),3
Expressed,3
\SOIL_LOAD_AUTO,\,3
occur,3
Length,3
`outside',3
`out',3
Z_NULL,3
suffix,3
/////////////////////////////////////////////////////////////////////////////////////////,3
n/a,3
psnames,3
wrapped,3
u;,3
looking,3
max_contours,3
\2000,\,3
\FreeImage_SaveToHandle,\,3
set),3
freeglut_misc.c,3
temporarily,3
0.38,3
Locks,3
@FT_Bitmap_Convert,3
UNIMPLEMENTED,3
glyphs;,3
element's,3
FT_Open_Face(,3
FreeImage_SeekMemory,3
inflateSetDictionary,3
things,3
count),3
frac,3
triangles),3
adjustContrast,3
subglyph's,3
Abstract,3
FreeImage_ConvertTo8Bits,3
ikits[]ieee,3
my_font_pathname;,3
\FreeImage_GetColorType,\,3
open_args;,3
promotion,3
variantSelector,3
\FreeImage_GetScanLine,\,3
string).<br>,3
non-square,3
Unlike,3
conventionally,3
FT_Size_Metrics,3
FreeImage_GetTagDescription,3
per-vertex,3
`hinting-engine',3
distributions,3
(dim=0),3
whatever,3
FT_Int16,3
lost,3
bundles,3
Inverse,3
ASSIMP_BUILD_SINGLETHREADED,3
2011-09-19,3
SaveToMem,3
FreeImage_ConvertToUINT16,3
page<br>,3
conflicts,3
identifyFIF,3
second-order,3
\argument,\,3
Gamma,3
@FT_Init_FreeType,3
Perfoms,3
\mpage.unlockPage(image,\,3
referencing,3
embed,3
FIBITMAP*(),3
FT_Open_Face,3
vec4,3
requester,3
floor,3
\(note,\,3
manipulate,3
`glyf',3
this:,3
encapsulated,3
FreeImage_OpenMemory,3
available),3
positioning,3
0.f,3
\FreeImage_SaveToMemory,\,3
\FreeImage_ConvertToType,\,3
\2003-2005,\,3
be~0,3
\face->glyph,\,3
Thus,3
hWndNewOwner,3
IL_NO_JPG,3
FreeImage_GetLockedPageNumbers,3
Dec,3
;,3
@FT_LOAD_RENDER,3
optimizations,3
literal/length,3
covers,3
Uncompressed,3
space;,3
FreeImage_OpenMultiBitmap,3
`in',3
eventually,3
FreeImage_SaveToMemory,3
to/from,3
filenames,3
FreeImage_TellMemory,3
useFileBkg,3
<milan,3
Rendering,3
efficient,3
\(position,length)\,3
successfully,3
T1_MAX_SUBRS_CALLS,3
\entry,\,3
BGR[A],3
IL_NO_EXR,3
(dim=1),3
\class,\,3
\x,y,z\,3
pMax,3
engines,3
}==================================================================,3
ATS,3
setModified,3
validating,3
finder;,3
confusion,3
variable:,3
hard,3
pure,3
FreeImage_SetTagID,3
Management,3
TRUE);,3
Old,3
C-version,3
darker,3
\hinting,\,3
Key/Usage,3
happen,3
Processing,3
FreeImage_MakeThumbnail,3
\Up,\,3
Hints,3
\just,\,3
refers,3
stroked,3
Bitmaps,3
Amiga-specific,3
Function,3
dropped,3
256.</b>,3
Algorithm,3
white,3
@FT_Bitmap,3
footer,3
Unlocks,3
bitmap.<br>,3
Khronos,3
FreeImage_GetPixelIndex,3
order),3
limitations,3
differs,3
cleanup,3
PFR_Face,3
Naturally,3
Paste,3
IL_NO_LCMS,3
cant,3
(d);,3
unfilled,3
Messages,3
Magallon,3
changing,3
alloc,3
ClearType),3
editor,3
Negative,3
Normals,3
Modifier,3
'page',3
FreeImage_SetTagType,3
vertBearingY,3
fd,3
<li>Display,3
Michael,3
ftoption.h,3
array;,3
`long',3
inflection,3
scale_linear,3
FIMEMORY,3
IL_NO_GIF,3
Inserts,3
roughly,3
mpage.lockPage(2);,3
resp,3
FreeImage_ConvertToStandardType,3
increased,3
err,3
AfxGetApp()->m_pMainWnd->GetSafeHwnd(),3
\tag.setKeyValue("\Caption/Abstract"\,\,3
inner,3
builder,3
inflateEnd,3
PS_FontInfoRec,3
`FamilyOtherBlues',3
@endlink,3
requiring,3
FT_Matrix_Multiply,3
IL_NO_MNG,3
Alexander,3
args,3
freely,3
@FT_Render_Mode,3
\FreeImage_Save(FIF_TIFF,\,3
packed,3
scene's,3
pretty,3
PSD,3
FreeImage_SetTagValue,3
FT_STROKER_LINEJOIN_MITER_VARIABLE,3
rename,3
note:,3
<li>Copy,3
`params',3
DirectionalLight(,3
FIMULTIBITMAP,3
overwritten,3
ametrics,3
CFF_Size,3
top-most,3
x_origin,3
FreeImage_DeletePage,3
FreeImage_TmoReinhard05Ex,3
FreeImage_GetTransparencyTable,3
outputs,3
Blender,3
VEC4(,3
third-order,3
holding,3
FT_Module,3
markers,3
(global),3
-0x10000',3
*tag),3
x-axis,3
palletized,3
Normal,3
seen,3
\FreeImage_GetLine,\,3
Extra,3
belong,3
(bitmap,3
\charstring,\,3
\finder.findFirstMetadata(FIMD_EXIF_MAIN,\,3
@FTC_SBitCache_Lookup,3
`missing,3
hard-coded,3
operator=(FITAG,3
edit,3
performing,3
\reading,\,3
op,3
B),3
\2006-2009,\,3
FreeImage_ConvertToFloat,3
causes,3
Tells,3
std::sort();,3
functions.<br>,3
freeglut_state.c,3
FreeImage_GetPalette,3
IL_NO_JP2,3
call-back,3
TABLES,3
face_order,3
\Z_SYNC_FLUSH,\,3
reject,3
(because,3
FreeImage_DeleteTag,3
user-defined,3
lua_Number,3
read_only,3
linkage,3
\FreeImage_GetFileTypeFromMemory,\,3
FT_CONFIG_MODULES_H,3
PFR-specific,3
destroyed),3
data-bits,3
textual,3
lets,3
GLEW_STATIC,3
#ifdef,3
vertex-based,3
wall,3
FreeImage_Paste,3
human-readable,3
FreeImage_GetBackgroundColor,3
FreeImage_WriteMemory,3
(metadata,3
\morx,\,3
CFF_Driver,3
position/width,3
constructor.<br>,3
recognition,3
unlock,3
LRU,3
name's,3
left-side,3
\sub-class,\,3
2.30,3
slower,3
actions,3
overshoot,3
char_code,3
VAO,3
NetBSD's,3
yield,3
RGBAF,3
FreeImage_RotateEx,3
proj,3
new_height,3
Show,3
Unencoded,3
clipped,3
(nothing,3
bits.<br>,3
funcs,3
heightmap,3
lots,3
sub-meshes,3
\WARNING,\,3
\succeeds,\,3
aiGetMaterialFloat,3
IVS,3
\`pic.h',\,3
(located,3
(TM),3
Clients,3
Split,3
std::find();,3
supplied,3
non-PFR,3
FT_ListNode,3
aiGetExportFormatDescription(),3
Though,3
Checks,3
\transformed,\,3
controlling,3
strictly,3
untouched,3
FreeImage_FindNextMetadata,3
\"\Materials"\),\,3
FT_RENDER_MODE_MONO,3
extracted),3
FTC_ICache,3
`tags',3
_and_,3
RGBA16,3
RGBF,3
FT_LOAD_FORCE_AUTOHINT,3
FreeImage_GetDotsPerMeterY,3
\base,\,3
although,3
FSRef,3
getImageType.<br>,3
PARSER,3
\0x00000000,\,3
Driver,3
(mostly,3
@FT_CharMapRec,3
INDEX,3
`vertical',3
Distance,3
Thanks,3
type1,3
aquire,3
\depth,\,3
BlueChannel,3
\itself,\,3
@FT_Reference_Library,3
logical,3
\FreeImage_AdjustGamma,\,3
FTC_Node,3
MIPmaps,3
Jonathan,3
\well,\,3
finalizer,3
\read-only,\,3
exclusive,3
resampling,3
skips,3
Lookup,3
@FT_RENDER_MODE_NORMAL,3
FITAG,3
imports,3
\FreeImage_GetImageType(_dib),\,3
Accessors,3
LWO,3
FT_WinFNT_ID_OEM,3
surface,3
Computing,3
pixmap,3
Node,3
`sTypoAscender',2
install,2
apps,2
MAX_WBITS,2
FT_FACE_FLAG_KERNING,2
\enumerations,\,2
FT_FACE_FLAG_GLYPH_NAMES,2
@FT_Attach_File,2
u|v,2
precede,2
incorrectly,2
LIST,2
buf,2
GL_ARB_viewport_array,2
`bit_test',2
`bit_set',2
masters,2
mapmode,2
FT_Render_Mode,2
Interchange,2
exp,2
warp,2
`adobe',2
GL_EXT_convolution,2
\results,\,2
PS_PrivateRec,2
maker,2
(also,2
\So,\,2
INTERNALS,2
compilers:,2
(jpeg),2
(found,2
'string.gfind',2
BDF/PCF,2
GL_ARB_framebuffer_object,2
fdopen(),2
representations,2
latin-specific,2
(eventually),2
GL_AMD_shader_trinary_minmax,2
pre-Adobe,2
FT_Outline_Transform,2
GL_ARB_draw_buffers,2
dynamic-library,2
major.minor,2
`vhea',2
2.4.11,2
GL_SGIX_texture_coordinate_clamp,2
GLX_NV_video_output,2
\beware,\,2
magnitude,2
4x1,2
ids,2
Search,2
pose,2
png),2
smoke->setSize(,2
GL_NV_shader_atomic_float,2
GL_ARB_framebuffer_sRGB,2
improvements,2
TT_CONFIG_OPTION_COMPONENT_OFFSET_SCALED,2
GL_EXT_index_array_formats,2
\factor,\,2
(32,2
\line,\,2
GL_ANGLE_framebuffer_blit,2
GL_IBM_cull_vertex,2
\Z_STREAM_END,\,2
6x6,2
*really*,2
\TT_CONFIG_OPTION_UNPATENTED_HINTING,\,2
(aiPostProcess_ValidateDS),2
holes,2
Major,2
GL_HP_occlusion_test,2
constraints,2
---------------------------------------,2
SPECIFIC,2
modifications),2
OK,2
\is~0,\,2
Halfwidth,2
throw(,2
GL_SGIS_texture_lod,2
disagree,2
GL_EXT_separate_specular_color,2
`FT_OPEN_PATHNAME',2
Messaged,2
Sometimes,2
Tomas,2
malloc'd,2
GL_IBM_static_data,2
so-called,2
Minor,2
WGL_NV_gpu_affinity,2
guaranteed,2
diffusion,2
rows,2
FT_LOAD_IGNORE_TRANSFORM,2
reliably,2
GL_REND_screen_coordinates,2
skinning,2
FT_List_Remove,2
NEW,2
Consider,2
Important,2
FT_BBox,2
lack,2
(27),2
GL_ARB_texture_query_levels,2
Descender,2
!FREEIMAGE_[BIG|LITTLE]ENDIAN,2
AvailabilityMacros.h,2
precise,2
GLX_MESA_release_buffers,2
DDPIXELFORMAT,2
tried,2
(directly,2
FT_Matrix,2
\4(4):1-4,\,2
descender',2
(along,2
GL_SGIX_shadow_ambient,2
GL_WIN_specular_fog,2
Superscripts,2
(10:1),2
fact,2
mac_specific,2
\tangents,\,2
point->toggle();,2
aiAnimBehaviour_DEFAULT,2
Dave,2
(2),2
\Olszta,\,2
FT_Size_Request_Type,2
$Id$,2
cost,2
STUFF,2
\loading,\,2
GL_EXT_texture_cube_map,2
dl->setShadowPosition(,2
4.0f);,2
guide,2
noticeable,2
GL_ARB_texture_swizzle,2
\program,\,2
GL_NV_texture_barrier,2
thereby,2
`name'),2
accessor,2
length);,2
orders,2
FT_Get_Track_Kerning,2
pProps,2
recommended),2
GL_EXT_polygon_offset,2
smoke->setLoop(,2
`bzip2',2
\`t1afm',\,2
Attribute,2
\"\to"\\,2
FT_OPEN_STREAM,2
generating,2
WGL_EXT_framebuffer_sRGB,2
GL_EXT_texture_compression_dxt1,2
@BDF_PROPERTY_TYPE_CARDINAL,2
(F,2
GL_MESA_ycbcr_texture,2
GL_ARB_draw_instanced,2
GLX_MESA_copy_sub_buffer,2
GL_ARB_gpu_shader5,2
GL_OES_read_format,2
GLX_NV_swap_group,2
slanting,2
GL_EXT_index_texture,2
GL_SGIS_detail_texture,2
2011-05-16,2
uninstalled,2
`src/truetype/ttobjs.c'),2
Ascender,2
RLE,2
counts,2
FT_MAKE_OPTION_SINGLE_OBJECT,2
@FT_ORIENTATION_TRUETYPE,2
Implementation,2
FT_LOAD_TARGET_XXX,2
bdf_fonts,2
asize,2
spherical,2
getter,2
GL_EXT_422_pixels,2
superb,2
FT_New_Face(,2
GL_NV_vertex_program3,2
\(read_buffer(buffer,\,2
2011-11-23,2
stdint.h,2
GL_ARB_vertex_blend,2
GL_EXT_debug_marker,2
\necessary,\,2
E.g,2
\@FT_OUTLINE_IGNORE_DROPOUTS,\,2
(probably,2
fixes,2
2002),2
Exif-specific,2
fmh.filelen,2
sp3,2
\shading,\,2
revisions,2
ft2build.h,2
GLX_SGIX_swap_barrier,2
Adler-32,2
did,2
Variants,2
@FT_Glyph_Copy,2
GL_NV_texture_rectangle,2
points;,2
Kanbun,2
bbox.yMin,2
dl1,2
3.0,2
left-sb,2
\"\keep-me\,2
Once,2
extends,2
AI_MAX_NUMBER_OF_COLOR_SETS,2
<windows.h>,2
\P4,\,2
arc-tangent,2
(fipMultiPage,2
Rubley,2
avoids,2
@FT_Set_Pixel_Sizes,2
\list,\,2
SETUP,2
P2,2
baseline-to-baseline,2
GLUT:,2
__arm__,2
2011-05-15,2
GL_ATI_texture_compression_3dc,2
polygon,2
\false,\,2
GL_AMD_vertex_shader_tessellator,2
GL_ARB_internalformat_query,2
FT_Get_Name_Index,2
0),2
Guessing,2
Scaling,2
(nominal,2
non-monochrome,2
GL_ARB_shadow_ambient,2
FICOMPLEX,2
`e',2
animated),2
FIR5,2
em,2
But,2
GLX_SGI_video_sync,2
FT_String,2
scan-convert,2
FT_New_Face,2
GL_ARB_timer_query,2
boost,2
GL_NV_texture_expand_normal,2
TT_PLATFORM_MICROSOFT,2
<config/ftmodule.h>,2
\table/subtable,\,2
Result,2
format~14,2
nature,2
non-composite,2
uploaded,2
FT_List_Find,2
sub-glyphs,2
Toolkit,2
out-of-memory,2
GL_NV_shader_storage_buffer_object,2
2.4.2,2
\&y,\,2
random,2
GL_EXT_pixel_transform,2
GL_AMD_debug_output,2
GL_EXT_copy_texture,2
`open',2
WGL_ARB_buffer_region,2
\0x55,\,2
GL_IBM_vertex_array_lists,2
Window-specific,2
FREEIMAGE_COLORORDER_RGB,2
crashes,2
MingTiEG-Medium,2
example:<tt>,2
\1.0,\,2
bit~2,2
j++,2
GL_VERSION_3_0,2
triangle0[2],2
propably,2
GL_AMD_sparse_texture,2
GL_HP_texture_lighting,2
GL_NV_point_sprite,2
life-cycles,2
WGL_ARB_pixel_format,2
appends,2
GL_SUN_triangle_list,2
GL_ATIX_vertex_shader_output_point_size,2
perfectly,2
glutGetModifiers,2
Selectors,2
\allowed,\,2
GL_NV_multisample_coverage,2
\workaround,\,2
GL_ARB_conservative_depth,2
(bytecode,2
Overhauser,2
blank,2
GL_ARB_shader_bit_encoding,2
\BTB,\,2
__glut*WithExit,2
\parsed,\,2
GL_ARB_cl_event,2
FT_PARAM_TAG_UNPATENTED_HINTING;,2
#pragma,2
UCS-2,2
TT_Header,2
`ftcalc.c',2
initializing,2
\operations,\,2
Rarely,2
detached,2
WGL_EXT_create_context_es_profile,2
\nodes,\,2
GL_ARB_gpu_shader_fp64,2
ceiling,2
FT_Outline_Get_BBox,2
FTC_Face_Requester,2
@FT_LOAD_TARGET_NORMAL,2
2048,2
graph,2
__x86_64__,2
\0x50,\,2
FT_Get_Postscript_Name,2
WGL_NV_DX_interop2,2
`ftmoderr.h',2
GL_NV_blend_equation_advanced,2
marker,2
macbinary,2
placed,2
wasn't,2
`active',2
exclusively,2
FT_OUTLINE_FLAGS,2
*single*,2
ft_pixel_mode_pal4,2
\computed,\,2
Journal,2
WGL_ARB_create_context,2
TT_GlyphSlot,2
y~coordinates,2
fit,2
FT_FSTYPE_EDITABLE_EMBEDDING,2
`FOND',2
hint_mode,2
@FT_SfntName,2
glutSetCursor,2
GL_EXT_cull_vertex,2
UTILITY,2
ILUT_USE_DIRECTX8,2
Manages,2
@TT_MS_ID_XXX,2
(local),2
color's,2
statistics,2
table:,2
GL_ARB_texture_float,2
@FT_KERNING_UNSCALED,2
\ratio,\,2
GL_ARB_enhanced_layouts,2
box),2
`ft_standard_glyph_names',2
gzflush,2
\0L,\,2
GLX_VERSION_1_0,2
GL_EXT_texture_lod_bias,2
tree3,2
GL_ANGLE_depth_texture,2
@FT_Bitmap_Size,2
historical,2
change),2
GL_ARB_texture_compression_bptc,2
(read:,2
GL_EXT_texture_mirror_clamp,2
cursors,2
WGL_ARB_make_current_read,2
pglyph,2
parses,2
\(consequently,\,2
@FT_GlyphSlot,2
build:,2
GL_ARB_vertex_type_10f_11f_11f_rev,2
progressive-JPEG,2
(synthetic),2
_M_IX86,2
GL_ARB_texture_cube_map,2
fopen(),2
FT_STYLE_FLAG_ITALIC,2
rewinds,2
FT_ERROR_END_LIST,2
@FT_LOAD_VERTICAL_LAYOUT,2
transforming,2
tell,2
differently,2
GL_EXT_framebuffer_blit,2
GL_SGIX_list_priority,2
`AF_Segment',2
GL_ARB_fragment_shader,2
`load_flags',2
deflateSetDictionary,2
<hr>A,2
glm::cos(,2
built-in,2
(constant),2
Bengali,2
waste,2
GL_INTEL_map_texture,2
\FILE,\,2
GL_EXT_index_func,2
lua_readline,2
OVER,2
pos_y,2
simple:,2
FT_FSTYPE_BITMAP_EMBEDDING_ONLY,2
R=G=B,2
\array,\,2
Extended-C,2
39,2
\(Chinese,\,2
freeglut_main.c,2
Identifiers,2
@FT_GLYPH_BBOX_PIXELS,2
`metrics',2
no_recurse,2
\`builds/<system>',\,2
Right,2
stupid,2
glm::vec3,2
texturing,2
<olszta@sourceforge.net>,2
GL_ARB_transform_feedback2,2
API),2
GLX_ARB_get_proc_address,2
Reason,2
`cache,2
@FT_RENDER_MODE_LCD,2
^,2
\children,\,2
GL_NV_vertex_program1_1,2
bytecodes,2
basing,2
Embedded,2
tree6,2
Klein,2
GL_EXT_texture_compression_rgtc,2
cnd,2
stand,2
(resp,2
GL_ATI_texture_mirror_once,2
GLX_EXT_scene_marker,2
c-string,2
logic,2
GL_SGIX_resample,2
exceeded,2
right-sb,2
architectures,2
\"\atexit"\\,2
\code',\,2
GL_ATIX_point_sprites,2
\@FT_OUTLINE_SMART_DROPOUTS,\,2
GLX_MESA_set_3dfx_mode,2
GL_ARB_sparse_texture,2
\non-null,\,2
GL_EXT_fog_coord,2
respects,2
FT_LOAD_RENDER,2
Ubuntu,2
GL_EXT_texture_env_add,2
GL_EXT_Cg_shader,2
gather,2
FT_LOAD_PEDANTIC,2
Charset,2
grid-fit,2
fmh.data,2
five,2
GLX_NV_video_capture,2
stb_image,2
(stack,2
contributed,2
ObNote:,2
GL_NV_vertex_attrib_integer_64bit,2
held,2
\hardware,\,2
FT_UNUSED,2
GL_ANGLE_framebuffer_multisample,2
\2001-2003,\,2
GL_VERSION_2_1,2
pcData,2
GL_VERSION_3_3,2
GL_NV_texgen_reflection,2
GLX_ARB_framebuffer_sRGB,2
GL_VERSION_3_1,2
GL_SGI_texture_color_table,2
FT_OPEN_PARAMS,2
buf[0..len-1],2
multiple_masters,2
suit,2
4.6,2
metrics_only,2
*length,2
GL_EXT_paletted_texture,2
(reading,2
GL_ANGLE_pack_reverse_row_order,2
BRIAN,2
serves,2
GL_AMD_conservative_depth,2
`xMin',2
buffer_length,2
shifting,2
ILUT,2
FONT,2
(By,2
\0.11f,\,2
BASE,2
strm->avail_out,2
Thai,2
&gindex,2
non-transparent,2
`family',2
pos_x,2
GL_ARB_texture_compression,2
hashing,2
got,2
GL_ATI_draw_buffers,2
GL_ARB_provoking_vertex,2
invoking,2
WGL_I3D_gamma,2
http://fonts.apple.com/,2
`multi-masters'),2
tagged,2
GLX_AMD_gpu_association,2
\force_channels,\,2
fixups,2
ADDITIONAL,2
getters,2
Textures:,2
GL_ARB_shader_precision,2
(alpha),2
\calls,\,2
*PATENTS*,2
repeatedly,2
left-handed,2
25,2
Plane,2
E.g.:,2
Projection,2
tree2,2
invoked,2
dwCaps1,2
triplet,2
glyph_variants,2
Every,2
mapped,2
@FT_Stroker_GetCounts,2
`driver',2
simplify,2
GL_NV_vertex_array_range,2
GLX_SGIS_color_range,2
connected,2
smoke->setFadeIn(,2
WGL_ARB_framebuffer_sRGB,2
\coverage),\,2
GL_ATIX_texture_env_route,2
latin-1,2
per-texture,2
Bit),2
Refer,2
Fullwidth,2
GL_SGIS_texture4D,2
GL_EXT_blend_logic_op,2
<ctype.h>,2
GL_EXT_draw_buffers2,2
Hiragana,2
Yijing,2
Parent,2
GL_NV_texture_compression_vtc,2
GL_ATI_text_fragment_shader,2
bunch,2
3.1+,2
'n',2
max_bits),2
SJIS,2
GL_ARB_get_program_binary,2
\channels,\,2
ILAPIENTRY,2
GL_ARB_map_buffer_range,2
Ambient,2
cff_driver,2
right_glyph,2
\weights,\,2
`printf'):,2
38,2
builds),2
FreeImage_GetFIFFromFilename,2
@FT_Select_Charmap,2
100,2
modeled,2
containers,2
'Orientation',2
GL_NV_blend_equation_advanced_coherent,2
`slot->bitmap',2
\whitespace\'"\</tt>\,2
\known,\,2
\resource,\,2
GL_EXT_provoking_vertex,2
non-texture,2
\7,8,9\,2
GL_NV_deep_texture3D,2
`static,2
fmh.datalen,2
Jamfiles,2
Holds,2
GL_ARB_texture_compression_rgtc,2
stays,2
data;,2
mode;,2
FT_OPEN_DRIVER,2
GL_SGIS_texture_filter4,2
walking/decomposition,2
smallest,2
WGL_AMD_gpu_association,2
adapt,2
GL_EXT_draw_instanced,2
FT_MULTIPLE_MASTERS_H,2
35,2
GL_INTEL_texture_scissor,2
WGL_3DFX_multisample,2
DooM,2
@T2_Hints_FuncsRec,2
GL_EXT_vertex_weighting,2
\window,\,2
@**********************************************************************,2
exhaustive,2
freeglut_geometry.c,2
(16bit,2
sorry,2
@FT_LOAD_MONOCHROME,2
FREEIMAGE_COLORORDER_BGR,2
GL_GREMEDY_frame_terminator,2
friend,2
T2),2
CIELab,2
heights,2
`*length',2
bitmap_handling,2
cube1->rotate(,2
FT_CALLBACK_TABLE_DEF,2
supporting,2
CMAPS,2
GL_SGIX_shadow,2
Preview,2
dl2->castShadow(,2
newly,2
maximally,2
treating,2
differences:,2
Interpreter,2
y',2
\'name,2
GLX_SGIS_shared_multisample,2
Demx::GLEntity::createCylinder(,2
GL_NV_primitive_restart,2
GL_ATI_separate_stencil,2
bottom-most,2
GL_REGAL_log,2
photoreceptor,2
\dfont,\,2
GL_ANGLE_texture_compression_dxt3,2
Ensure,2
collection.),2
maintenance,2
GL_ARB_tessellation_shader,2
Unreal,2
GL_ARB_half_float_pixel,2
\app,\,2
unchanged.),2
v.xy);,2
Syloti,2
ADOBE,2
`FamilyBlues',2
GL_EXT_packed_float,2
GL_NV_bindless_texture,2
GL_NV_vertex_program2_option,2
\Again,\,2
GL_ARB_pixel_buffer_object,2
fire->setSpeed(,2
GL_NV_texture_multisample,2
ZSoft,2
expert),2
`off',2
#aiFileIO,2
`FT_Err_Out_Of_Memory',2
GL_EXT_rescale_normal,2
FreeImage_RescaleEx,2
GL_SGIX_interlace,2
\resources,\,2
GL_ARB_occlusion_query,2
45,2
GL_NV_geometry_program4,2
pedantic,2
enumerate,2
FT_LOAD_CROP_BITMAP,2
.cpp,2
number),2
Windows),2
obsolete,2
multiply,2
Bilinear,2
@FT_RENDER_MODE_LCD_V,2
calculate,2
2.4.12,2
`offsets[N]',2
STBI_NO_HDR,2
single-image-cubemap,2
__BYTE_ORDER,2
FTC_CMapCache_Lookup,2
TT_Postscript,2
GL_SGIX_fog_offset,2
ftimage.h,2
FT_LOAD_TARGET_LCD_V,2
GC,2
GL_APPLE_element_array,2
hints:,2
size),2
Mutually,2
decided,2
Radiance,2
affine,2
GL_EXT_stencil_two_side,2
+Z,2
GL_ATI_fragment_shader,2
non-UV,2
FT_Get_Module,2
@FT_LOAD_LINEAR_DESIGN,2
GL_CULL_FACE,2
GL_ARB_shader_storage_buffer_object,2
FT_Get_Glyph_Name,2
colorspace,2
alternate,2
_WINDOWS_,2
Added,2
@FT_Get_PFR_Metrics,2
Abobe,2
channels:,2
basically,2
FT_EXPORT_DEF(x),2
(R,2
*ignored*,2
q,2
synthesizing,2
favour,2
Strokes,2
MD5ANIM,2
tree4,2
(before,2
GL_SGIS_texture_border_clamp,2
\2002-2004,\,2
\away,\,2
\FreeImage_FIFSupportsReading,\,2
GL_EXT_stencil_clear_tag,2
whitespace,2
GL_NV_depth_range_unclamped,2
Subrs,2
triangulate,2
AI_CONFIG_PP_LBW_MAX_WEIGHTS,2
:),2
demo,2
`FT_GASP_DO_GRIDFIT',2
GL_ARB_query_buffer_object,2
textures:,2
spelled,2
GL_ARB_shader_group_vote,2
req_data,2
`__fastcall',2
stdafx.obj,2
Tifinagh,2
GL_AMD_pinned_memory,2
INLINE,2
@FT_ListRec),2
sfnt-wrapped,2
@FT_Get_Gasp,2
Provided,2
hori,2
stable,2
`(a,2
\element,\,2
GLX_SGI_make_current_read,2
