File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,Demx::Material::~Material(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,Demx::Material::setSpecularColor( COLOR3 color ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,Demx::Material::setPhongExp( GLfloat phongExp ),5,5,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,Demx::Material::setTransparency( GLfloat transparency ),5,5,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,"Demx::Material::setTexture( const std::string& texture, float contribution )",6,6,4,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,Demx::Material::getSpecularColor() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,Demx::Material::getPhongExp() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,Demx::Material::getTransparency() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,Demx::Material::isTransparent() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Material.cpp,Demx::Material::getTextures() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Mesh.cpp,Demx::Mesh::Mesh(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Mesh.cpp,Demx::Mesh::~Mesh(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ModelLoader.cpp,Demx::ModelLoader::ModelLoader(void),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ModelLoader.cpp,Demx::ModelLoader::~ModelLoader(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ModelLoader.cpp,"Demx::ModelLoader::processModel( const std::string& path, std::string name, ModelManager* manager, std::unordered_map<std::string, Demx::Texture>& texturesMap )",114,79,52,13,26,1,9,59,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ModelManager.cpp,Demx::ModelManager::ModelManager(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ModelManager.cpp,Demx::ModelManager::~ModelManager(void),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ModelManager.cpp,"Demx::ModelManager::addMaterial(std::string name, Demx::Material material)",15,13,9,1,1,0,1,4,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ModelManager.cpp,Demx::ModelManager::getModelMaterials(const std::string& name),11,10,6,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ModelManager.cpp,Demx::ModelManager::cleanup(),5,5,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\OrthoShadow.cpp,Demx::OrthoShadow::OrthoShadow( GLuint resolution ),7,6,6,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\OrthoShadow.cpp,Demx::OrthoShadow::~OrthoShadow(void),5,5,5,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\OrthoShadow.cpp,"Demx::OrthoShadow::setCamera( VEC3 pos, VEC3 dir, VEC3 up )",7,5,5,0,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Parser.cpp,Demx::Parser::Parser(),3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Parser.cpp,Demx::Parser::~Parser(),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Parser.cpp,Demx::Parser::reset(),7,6,4,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Parser.cpp,Demx::Parser::loadSource(std::string path),16,13,8,3,3,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleScene.cpp,ParticleScene::ParticleScene(void),3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleScene.cpp,ParticleScene::~ParticleScene(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleScene.cpp,ParticleScene::Init( GLvoid ),71,41,25,5,15,0,15,81,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleScene.cpp,ParticleScene::Loop( GLfloat timeDelta ),42,28,17,5,9,0,5,24,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleScene.cpp,"ParticleScene::Input( MESSAGE msg, PARAM param )",27,23,13,5,3,0,1,1,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::ParticleSystem( GLuint particleNum ),8,8,8,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::~ParticleSystem(GLvoid),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::init(GLvoid),47,38,34,2,9,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::render(),12,9,9,0,3,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::update( GLfloat time ),95,81,54,13,12,0,2,6,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::setMaterial( std::string material ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::setParticleNum( GLuint num ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::setPosition( glm::vec3 position ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::setColor( glm::vec4 color ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::setGravity( glm::vec3 gravity ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::setSpeed( GLfloat speed ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::setLoop( GLboolean loop ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,"Demx::ParticleSystem::setColorTransition( glm::vec3 start, glm::vec3 end, GLfloat step )",10,7,7,0,2,0,1,3,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,"Demx::ParticleSystem::setDynamics( void (*fp)(Particle&, GLfloat) )",2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::setSize( GLfloat size ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ParticleSystem.cpp,Demx::ParticleSystem::setFadeIn( GLfloat time ),3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Plane.cpp,Demx::Plane::Plane(),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Plane.cpp,Demx::Plane::~Plane(),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Plane.cpp,"Demx::Plane::set( VEC3 normal, GLfloat d )",4,4,4,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Plane.cpp,Demx::Plane::calcDistance( VEC3 p ) const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ProjectionCubeShadow.cpp,Demx::ProjectionCubeShadow::ProjectionCubeShadow( GLuint resolution ),7,6,6,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ProjectionCubeShadow.cpp,Demx::ProjectionCubeShadow::~ProjectionCubeShadow(void),5,5,5,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ProjectionCubeShadow.cpp,"Demx::ProjectionCubeShadow::setCamera( VEC3 pos, VEC3 dir, VEC3 up )",15,13,11,1,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ProjectionShadow.cpp,Demx::ProjectionShadow::ProjectionShadow( GLuint resolution ),7,6,6,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ProjectionShadow.cpp,Demx::ProjectionShadow::~ProjectionShadow(void),5,5,5,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ProjectionShadow.cpp,"Demx::ProjectionShadow::setCamera( VEC3 pos, VEC3 dir, VEC3 up )",7,5,5,0,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::Renderer( Engine* engine ),24,17,17,0,6,0,1,3,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::~Renderer(GLvoid),5,5,5,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::setPredefinedShaderAttributes(),9,8,8,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,"Demx::Renderer::resize( GLuint width, GLuint height )",7,5,5,1,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,"Demx::Renderer::createDepthTexture( GLuint &buffer, GLuint &texture, GLsizei resolution )",30,19,20,1,8,0,3,39,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,"Demx::Renderer::createCubeDepthTexture( GLuint& buffer, GLuint& texture, GLuint& cubeMap, GLsizei resolution )",46,28,26,2,12,0,6,53,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::drawShadowMapTexture( const Demx::Shadow* shadow ),20,11,11,1,8,0,1,3,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,"Demx::Renderer::drawShadowCubeMapTexture( const Demx::Shadow* shadow, GLenum textarget )",28,15,11,1,10,0,3,9,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::setShader( const std::string& shader ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,"Demx::Renderer::setRenderTexture( Demx::Shader* shader, const std::unordered_map<std::string, GLfloat>& textures )",10,9,7,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,"Demx::Renderer::setRenderMaterial( Demx::Shader* shader, const Demx::Material& material )",7,6,6,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::setTransparentMode( GLboolean isTransparent ),15,15,7,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::transparentMode(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::enableTransparentMode(),7,6,6,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::disableTransparentMode(),6,5,5,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::bindVAO( GLuint VAO ),6,6,4,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,"Demx::Renderer::addObjectsRenderQueue( const Demx::Frustum* frustum, Demx::RenderQueue* queue )",45,30,20,5,7,0,8,31,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,"Demx::Renderer::addObjectsShadowRenderQueue( const Demx::Frustum* frustum, const VEC3& pos, Demx::RenderQueue* queue )",54,36,23,8,10,0,8,31,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::drawRenderQueue( const std::deque<Demx::Entity*>& entities ),83,70,38,8,13,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,"Demx::Renderer::drawShadowRenderQueue( const MAT4* depthMatrix, const std::deque<Demx::Entity*>& entities )",55,44,25,4,11,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::bindShadowTextures(),36,32,20,7,3,0,1,4,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Renderer.cpp,Demx::Renderer::cleanup(),15,13,9,3,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\RenderQueue.cpp,Demx::RenderQueue::RenderQueue(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\RenderQueue.cpp,Demx::RenderQueue::~RenderQueue(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\RenderQueue.cpp,Demx::RenderQueue::empty(),3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\RenderQueue.cpp,Demx::RenderQueue::pushOpaque( Entity* element ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\RenderQueue.cpp,Demx::RenderQueue::pushTransparent( Entity* element ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\RenderQueue.cpp,Demx::RenderQueue::push( Demx::Entity* element ),9,9,5,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\RenderQueue.cpp,Demx::RenderQueue::sort(),18,15,7,2,1,0,2,10,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene.cpp,Demx::Scene::Scene(),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene.cpp,Demx::Scene::~Scene(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene.cpp,Demx::Scene::addScript( const std::string& path ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene.cpp,Demx::Scene::addLuaScript( const std::string& path ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene.cpp,Demx::Scene::setCamera( Demx::Camera* c ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene2.cpp,Scene2::Scene2(void),6,4,4,0,1,0,1,3,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene2.cpp,Scene2::~Scene2(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene2.cpp,Scene2::Init( GLvoid ),201,37,25,1,49,0,115,732,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene2.cpp,Scene2::Loop( GLfloat timeDelta ),12,2,2,1,4,0,6,24,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Scene2.cpp,"Scene2::Input( MESSAGE msg, PARAM param )",21,18,10,5,2,1,1,7,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,Demx::Shader::Shader(),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,Demx::Shader::~Shader(),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,Demx::Shader::setPredefinedLights( const Demx::Lights* lights ),53,43,37,3,10,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,Demx::Shader::setLights( const Lights* lights ),35,32,24,4,3,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, GLuint ui )",4,4,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, GLuint size, GLuint* uiv )",5,5,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, GLint i )",4,4,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, GLuint size, GLint* iv )",5,5,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, GLfloat f )",4,4,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, GLuint size, GLfloat* fv )",5,5,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, const VEC3& vec )",5,5,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, GLuint size, VEC3* vec3v )",5,5,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, const VEC4& vec )",5,5,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, GLuint size, VEC4* vec4v )",5,5,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, const MAT4& mat )",6,6,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shader.cpp,"Demx::Shader::setUniform( const std::string& att, GLuint size, MAT4* mat )",6,6,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ShaderManager.cpp,Demx::ShaderManager::ShaderManager(void),3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ShaderManager.cpp,Demx::ShaderManager::~ShaderManager(void),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ShaderManager.cpp,"Demx::ShaderManager::loadShader( const std::string& fileName, GLuint shaderType, GLuint& shader)",49,35,28,7,14,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ShaderManager.cpp,"Demx::ShaderManager::addShaderProgram( const std::string& name, const std::string& vertex, const std::string& fragment )",33,23,21,3,10,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ShaderManager.cpp,Demx::ShaderManager::useShaderProgram( const std::string& name ),16,12,9,5,4,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ShaderManager.cpp,Demx::ShaderManager::stopProgram(),3,3,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\ShaderManager.cpp,Demx::ShaderManager::clean(),12,11,9,2,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shadow.cpp,Demx::Shadow::Shadow( GLuint resolution ),9,7,7,0,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shadow.cpp,Demx::Shadow::~Shadow(void),15,13,7,3,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Shadow.cpp,Demx::Shadow::setResolution( GLuint resolution ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\SkyBox.cpp,"Demx::SkyBox::SkyBox(std::string directory, std::string format, GLfloat size)",4,4,4,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\SkyBox.cpp,Demx::SkyBox::~SkyBox(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\SkyBox.cpp,Demx::SkyBox::setColor( VEC4 color ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\SkyBox.cpp,Demx::SkyBox::getColor(),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\SkyBox.cpp,Demx::SkyBox::loadSkybox(),71,60,24,0,11,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\SkyBox.cpp,Demx::SkyBox::releaseSkybox(),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\System.cpp,"Demx::Engine::createWindow( Demx::Window* window, LPCWSTR title, long width, long height, WNDPROC lpfnWndProc )",97,75,51,13,16,0,6,54,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\System.cpp,Demx::Engine::closeWindow( Demx::Window* window ),27,19,11,5,4,0,4,28,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Terrain.cpp,Demx::Terrain::Terrain( std::string path ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Terrain.cpp,Demx::Terrain::~Terrain(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Terrain.cpp,Demx::Terrain::init(),211,136,79,26,33,0,42,229,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Terrain.cpp,Demx::Terrain::setHeightMap( std::string path ),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Terrain.cpp,Demx::Terrain::onStartDraw( Demx::Shader* program ),3,2,2,0,0,0,1,3,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Terrain.cpp,Demx::Terrain::onEndDraw(),3,2,2,0,0,0,1,3,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\TestScene.cpp,TestScene::TestScene(void),5,4,4,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\TestScene.cpp,TestScene::~TestScene(void),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\TestScene.cpp,TestScene::Init( GLvoid ),58,11,9,1,18,0,29,289,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\TestScene.cpp,TestScene::Loop( GLfloat timeDelta ),3,2,2,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\TestScene.cpp,"TestScene::Input( MESSAGE msg, PARAM param )",21,18,10,5,2,0,1,1,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Texture.cpp,Demx::Texture::Texture( GLenum targetTextureUnit ),5,4,4,0,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Texture.cpp,Demx::Texture::~Texture(),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Texture.cpp,"Demx::Texture::loadTexture( std::string path, GLboolean generateMipMaps )",63,46,32,10,17,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Texture.cpp,Demx::Texture::setupCubeMapTexture(),5,4,4,1,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Texture.cpp,"Demx::Texture::loadCubeMapTexture( std::string path, GLenum targetTexture )",44,31,23,8,13,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Texture.cpp,"Demx::Texture::setFiltering( GLint min_filter, GLint mag_filter )",3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\Texture.cpp,"Demx::Texture::setSamplerParameter( GLenum parameter, GLenum value )",2,2,2,0,0,0,0,0,
